Gene	TCGA-A6-3807	TCGA-A6-3810	TCGA-AA-3518	TCGA-AA-3525	TCGA-AA-3526	TCGA-AA-3529	TCGA-AA-3531	TCGA-AA-3534	TCGA-AA-3552	TCGA-AA-3554	TCGA-AA-3561	TCGA-AA-3664	TCGA-AA-3666	TCGA-AA-3672	TCGA-AA-3684	TCGA-AA-3710	TCGA-AA-3715	TCGA-AA-3818	TCGA-AA-3848	TCGA-AA-3864	TCGA-AA-3986	TCGA-AA-3989	TCGA-AA-A004	TCGA-AA-A00A	TCGA-AA-A00E	TCGA-AA-A00F	TCGA-AA-A00J	TCGA-AA-A00K	TCGA-AA-A00N	TCGA-AA-A00O	TCGA-AA-A00R	TCGA-AA-A00U	TCGA-AA-A010	TCGA-AA-A017	TCGA-AA-A01C	TCGA-AA-A01D	TCGA-AA-A01F	TCGA-AA-A01I	TCGA-AA-A01K	TCGA-AA-A024	TCGA-AA-A029	TCGA-AA-A02E	TCGA-AA-A02H	TCGA-AA-A02J	TCGA-AA-A02R	TCGA-AF-2691	TCGA-AF-2692	TCGA-AF-3400	TCGA-AF-3913	TCGA-AG-3574	TCGA-AG-3580	TCGA-AG-3584	TCGA-AG-3593	TCGA-AG-3594	TCGA-AG-4007	TCGA-AG-A002	TCGA-AG-A008	TCGA-AG-A00C	TCGA-AG-A00H	TCGA-AG-A00Y	TCGA-AG-A011	TCGA-AG-A014	TCGA-AG-A015	TCGA-AG-A016	TCGA-AG-A01J	TCGA-AG-A01L	TCGA-AG-A01N	TCGA-AG-A02X	TCGA-AG-A032
EHD1	0.912757	0.229631	0.595675	-1.05026	-0.73318	1.19244	-1.84924	-0.73318	0.4197	0.595675	-0.203307	0.759505	-0.73318	0.759505	1.05671	1.77451	-1.41631	0.4197	0.595675	-0.453494	1.44263	-1.84924	0.0230155	-0.453494	1.19244	0.229631	0.0230155	0.4197	0.0230155	1.05671	0.759505	0.229631	0.0230155	1.87557	1.05671	-1.05026	-1.84924	-0.453494	-0.203307	-0.453494	-0.203307	0.0230155	-0.73318	-1.05026	0.912757	-3.06224	0.759505	0.759505	0.229631	1.44263	-1.41631	0.229631	0.0230155	0.229631	-0.453494	1.19244	-1.05026	-1.05026	0.912757	0.759505	0.4197	1.32083	-1.41631	0.229631	0.4197	-1.05026	0.0230155	-0.73318	-1.84924
EHD2	1.11253	0.453824	0.453824	-1.427	-1.12426	1.26068	-1.81731	1.16373	-0.667754	0.272658	-0.486588	-0.183843	-0.486588	-1.427	0.946188	1.26068	-0.183843	1.7951	0.172114	-1.81731	1.82629	-0.876894	0.946188	0.0635177	-0.667754	0.536075	-0.667754	1.64513	-0.326789	0.686978	0.686978	-1.12426	0.822764	0.613624	1.00393	1.11253	-0.667754	-0.667754	0.885879	-1.12426	-1.427	-0.876894	0.272658	-1.81731	0.946188	-1.427	1.47649	-1.427	0.885879	1.94434	-0.486588	0.272658	0.0635177	0.272658	0.613624	-1.427	-0.876894	-1.12426	0.118902	-0.326789	0.172114	0.453824	-0.326789	-0.183843	1.51582	0.613624	-0.876894	-0.667754	-0.326789
EHD4	0.516921	-0.187014	0.516921	-1.4661	1.26264	0.299274	0.299274	0.299274	1.09208	0.720515	-0.187014	1.09208	-1.4661	-0.187014	0.299274	0.911763	-0.76217	-0.461502	-0.76217	0.516921	0.720515	0.720515	1.26264	-0.0582355	0.911763	-0.461502	-1.09454	-1.09454	-1.09454	2.80698	-0.76217	-0.187014	1.26264	0.911763	1.26264	-2.37363	0.0654911	0.720515	0.299274	-0.76217	1.57836	1.42445	-1.09454	-1.88735	-0.76217	-1.09454	0.720515	0.0654911	-0.187014	0.720515	-0.461502	0.0654911	-0.76217	1.09208	-0.76217	-1.4661	-0.76217	-0.461502	0.184548	0.720515	-0.187014	0.720515	-0.76217	-1.09454	1.42445	0.0654911	0.911763	-1.88735	-1.4661
EHHADH	1.13641	-0.192056	-0.682353	-1.52052	0.425645	-0.682353	0.425645	0.155816	0.155816	0.155816	1.58107	1.37906	1.26381	-1.52052	1.26381	-0.682353	-0.682353	-0.192056	0.155816	-0.192056	-0.682353	0.425645	-0.682353	-0.682353	0.832515	-1.52052	0.993984	-0.192056	0.646113	-0.682353	-1.52052	0.832515	1.90546	0.425645	0.425645	-0.682353	0.425645	-0.682353	-1.52052	1.13641	1.97458	2.10198	-0.682353	-0.682353	-1.52052	-1.52052	-0.682353	-0.192056	-1.52052	-1.52052	-0.192056	0.155816	-0.682353	0.832515	-1.52052	0.646113	1.83215	-0.682353	1.26381	0.993984	-0.192056	0.155816	1.13641	1.13641	-0.682353	0.646113	-0.682353	-0.192056	-0.682353
EIF1	0.700206	-0.425595	-0.425595	0.700206	-1.82003	0.390095	-3.21446	-1.00434	-0.425595	0.700206	-0.425595	-0.425595	0.390095	0.700206	0.968837	1.60948	-1.00434	-0.425595	0.700206	1.41774	0.0233119	1.20579	0.700206	-1.00434	1.20579	0.390095	-1.00434	-1.82003	-0.425595	0.700206	1.86665	0.700206	0.0233119	0.968837	0.390095	-0.425595	0.0233119	0.0233119	1.20579	-1.82003	0.0233119	-0.425595	0.390095	0.390095	0.968837	0.390095	0.390095	-0.425595	0.0233119	0.0233119	1.20579	-1.00434	0.0233119	0.0233119	0.0233119	0.0233119	-0.425595	-0.425595	0.215051	0.390095	1.20579	1.41774	0.390095	-1.00434	0.0233119	-0.425595	-1.82003	-3.21446	0.0233119
EIF1AX	-1.13051	-1.13051	-0.0918044	-0.0918044	0.278926	0.592375	-0.545542	-1.95498	-0.0918044	-1.13051	-0.545542	0.278926	0.863896	1.1034	-1.95498	1.51144	-3.36442	1.31763	1.31763	0.592375	-0.0918044	-0.0918044	-0.545542	-0.306043	0.592375	0.592375	-0.0918044	-1.13051	-1.95498	1.51144	1.1034	1.31763	-1.13051	0.592375	0.592375	-1.95498	1.1034	0.592375	-0.545542	0.592375	0.278926	0.278926	0.863896	0.592375	-0.545542	0.278926	0.592375	-1.95498	0.592375	-0.0918044	-0.0918044	-1.13051	-0.545542	-1.13051	0.278926	0.278926	0.278926	1.1034	-0.0918044	0.592375	0.278926	1.31763	0.278926	0.278926	0.278926	0.278926	1.51144	-1.13051	-0.0918044
EIF2A	-0.0279544	0.177915	0.359505	0.359505	0.926437	0.359505	1.34003	-0.265613	0.926437	0.177915	1.24656	0.668885	1.24656	-3.02802	-0.890731	1.51151	-0.890731	-0.265613	0.668885	0.521942	0.177915	0.521942	-1.33426	0.271382	1.14706	0.177915	0.359505	-1.95938	-0.546704	-0.546704	-0.142209	1.42815	-0.546704	0.668885	-0.265613	-3.02802	0.177915	0.521942	-0.265613	-0.890731	0.668885	0.521942	-1.95938	-3.02802	-0.890731	0.521942	0.177915	-1.33426	0.668885	0.359505	0.359505	0.668885	0.926437	0.359505	-0.546704	-0.265613	0.926437	-0.265613	0.803033	0.668885	-0.890731	0.177915	0.521942	0.177915	0.177915	0.521942	0.803033	-0.546704	-1.33426
EIF2AK2	-0.224056	0.142519	0.46006	-2.83658	1.21735	-1.18826	0.740151	-1.18826	-0.224056	-0.224056	0.142519	0.46006	0.46006	0.142519	-0.224056	1.61461	0.990701	-0.657621	0.142519	1.21735	0.142519	0.142519	-1.18826	-0.0337118	0.990701	-0.657621	-0.224056	-1.18826	-1.5058	0.46006	0.604227	0.740151	-0.657621	0.740151	0.740151	-0.657621	0.740151	0.46006	-1.87238	-0.657621	0.46006	1.42427	0.46006	-0.224056	-0.224056	-0.657621	1.21735	-1.18826	-1.18826	1.42427	-1.18826	1.21735	-0.224056	1.21735	1.61461	-1.18826	-0.224056	0.990701	-0.0337118	1.21735	0.46006	-0.224056	0.46006	-1.18826	-0.224056	-1.18826	1.61461	-2.83658	0.142519
EIF2B4	1.29227	-2.21056	-0.232948	-0.232948	-0.232948	1.01479	1.29227	-0.232948	-0.232948	-0.232948	1.29227	-0.232948	0.284908	1.01479	-2.21056	0.686589	-2.21056	-2.21056	0.284908	-0.962825	-2.21056	1.01479	-0.232948	0.858156	1.29227	-0.962825	0.284908	0.284908	-0.232948	0.686589	0.284908	1.01479	-2.21056	0.284908	0.284908	-2.21056	0.284908	0.284908	-2.21056	1.53264	1.01479	-0.232948	-0.232948	0.686589	-0.962825	1.01479	1.01479	-0.232948	-0.232948	-0.962825	1.01479	0.284908	0.284908	0.284908	-0.232948	0.284908	0.284908	0.284908	0.686589	0.284908	0.284908	1.01479	0.284908	0.686589	-0.962825	-0.232948	0.686589	-0.232948	0.284908
EIF2B5	-0.796839	-2.3216	0.09509	-2.3216	0.727923	0.727923	1.61985	-0.796839	0.09509	1.21879	1.95895	0.09509	0.727923	-0.796839	-0.796839	0.09509	-0.796839	0.09509	1.21879	0.09509	-2.3216	0.727923	-0.796839	-0.305975	0.09509	-2.3216	1.21879	-0.305975	-0.796839	1.61985	-0.796839	0.727923	-0.796839	1.21879	0.727923	0.09509	0.727923	0.09509	-0.796839	-0.796839	-0.796839	-0.796839	-0.796839	0.09509	0.09509	1.21879	0.09509	0.09509	-0.796839	0.727923	-2.3216	0.09509	0.09509	0.727923	-0.796839	0.727923	0.09509	0.727923	0.09509	0.727923	0.09509	1.95895	0.09509	1.21879	-0.796839	0.09509	0.727923	0.727923	-0.796839
EIF2S1	0.453319	0.128263	-0.0509158	-0.243379	0.295873	0.128263	0.453319	-0.451254	-0.0509158	-0.451254	-1.85106	0.742179	0.742179	1.0021	0.295873	0.601763	-1.85106	-0.243379	1.0021	1.23836	0.742179	-0.451254	0.295873	0.295873	1.23836	-0.0509158	-0.924754	-0.677228	-1.50427	-0.451254	1.18128	1.55677	-0.451254	0.87539	1.0021	-2.7249	-1.19838	0.453319	-1.19838	-0.0509158	2.01356	-0.451254	-0.677228	0.601763	-0.243379	-0.243379	0.742179	-0.677228	1.0021	0.742179	0.601763	0.742179	-0.924754	1.0021	-1.19838	-0.677228	0.601763	-1.50427	0.453319	1.45491	0.128263	1.65478	0.742179	-1.19838	-0.677228	-0.677228	0.742179	-2.7249	-1.19838
EIF2S2	-0.319455	-1.2967	0.5236	-0.319455	-0.917611	-0.917611	1.12176	-3.20188	-0.074557	-0.319455	0.987566	-0.319455	1.12176	0.144511	-0.319455	0.690027	-0.917611	-0.917611	-0.319455	0.690027	-0.917611	0.342683	0.144511	-0.751184	0.690027	0.844114	0.5236	-1.09853	-2.35882	0.5236	0.144511	0.844114	-1.2967	0.987566	0.5236	-1.2967	1.12176	0.144511	-0.597097	-2.35882	1.36665	0.844114	0.690027	0.342683	-0.597097	2.04969	0.5236	-0.917611	0.844114	-0.319455	0.987566	0.844114	0.5236	0.144511	-0.074557	0.144511	0.5236	0.144511	0.608478	1.12176	0.5236	1.36665	0.5236	0.844114	-1.2967	-1.76067	0.144511	-1.76067	0.342683
EIF2S3	0.59003	-1.33305	-0.816591	-0.0183557	-0.592652	0.59003	0.450879	-2.84582	0.450879	0.147745	0.147745	0.303772	1.08174	0.303772	-0.592652	0.847611	-2.37658	-1.06189	0.722042	1.58801	-0.592652	0.722042	-0.816591	0.147745	0.450879	1.39728	-0.386649	-1.06189	-1.63618	-0.19592	1.08174	1.58801	-0.19592	0.722042	-0.386649	-0.816591	-0.19592	0.147745	-0.592652	-1.06189	1.39728	-1.33305	0.147745	0.450879	-0.0183557	-0.0183557	0.147745	-1.33305	0.59003	0.450879	1.49441	0.722042	0.59003	0.59003	-1.33305	0.147745	1.29634	-0.592652	0.656882	0.59003	0.450879	1.19128	0.967338	-0.19592	0.59003	-0.19592	0.450879	-3.42011	-0.386649
EIF3A	0.571455	-0.637364	1.05958	-1.28158	-0.415177	0.646447	0.0753225	-0.415177	0.250346	-0.0163362	0.494464	0.571455	0.250346	-0.0163362	-0.524134	1.58594	-1.42966	-0.208875	0.860397	1.63892	-0.310183	0.494464	0.16416	-0.159523	2.16528	-0.208875	-0.415177	-1.75077	-1.66709	0.334033	0.790827	1.8416	-0.111001	1.42093	0.860397	-3.2827	-0.208875	-0.0163362	-0.755217	-0.755217	2.07644	0.16416	-0.755217	-1.00642	-0.637364	-0.878087	0.9947	-1.9258	0.415363	0.9947	0.571455	0.415363	-0.755217	0.790827	-0.524134	-1.00642	0.494464	-0.310183	0.646447	1.2459	0.790827	0.16416	0.571455	-0.524134	-0.0163362	-0.310183	-0.755217	-2.11212	-0.310183
EIF3B	0.708448	-0.87245	-0.0139176	-0.706381	-0.405108	1.04098	-0.0139176	-0.706381	0.215498	-0.0139176	-0.137383	0.708448	1.04098	0.424939	-0.267525	1.04098	-1.93596	0.103523	1.3331	2.28604	0.103523	1.19147	-0.551034	0.322496	0.880452	0.880452	-0.267525	-2.07354	-2.91193	-0.137383	0.663455	1.1174	0.215498	1.19147	0.103523	-1.68235	-0.0139176	-0.137383	0.523199	0.215498	0.962055	-0.706381	-0.405108	0.103523	0.103523	-2.91193	0.962055	-1.68235	0.424939	1.53105	0.795986	0.103523	0.215498	0.215498	-0.267525	-0.137383	0.880452	-1.05083	-0.137383	-0.0139176	-0.137383	0.880452	0.424939	-1.2435	0.215498	-0.0139176	0.103523	-2.54089	-0.137383
EIF3C	0.966305	-2.1269	1.22244	-1.75093	-0.85431	0.371352	-0.609325	-1.12266	0.966305	0.371352	1.22244	-0.38396	0.0189484	-0.609325	0.20066	0.966305	-0.609325	-0.38396	1.45721	1.77629	-0.609325	0.532285	-0.175305	-0.175305	1.97054	-0.175305	0.532285	-1.75093	-2.1269	0.20066	0.828933	1.45721	-0.175305	1.34227	0.0189484	-3.07426	0.828933	-0.175305	0.532285	-0.85431	0.828933	-0.38396	-1.12266	-1.12266	0.0189484	0.966305	0.966305	-1.75093	-0.38396	0.828933	1.22244	0.20066	0.20066	0.684514	0.532285	-0.609325	1.09728	-0.175305	-0.0765033	0.20066	0.371352	0.20066	0.0189484	0.0189484	-0.609325	0.371352	-0.609325	-1.75093	-0.175305
EIF3D	-0.301553	-0.878817	0.914327	-1.62304	-0.301553	1.07116	-0.0549897	0.377172	0.170105	-0.301553	0.914327	0.914327	0.914327	0.377172	-0.301553	1.49159	-2.0947	0.377172	1.61781	1.49159	0.377172	0.747369	-0.301553	0.170105	1.21903	0.377172	0.170105	-2.36726	-1.41597	0.568887	0.659667	1.21903	-0.0549897	1.21903	0.914327	-3.41618	-0.878817	1.07116	-0.0549897	-0.574117	0.914327	-0.574117	-0.301553	-0.0549897	-0.574117	-0.301553	0.377172	-2.67196	0.377172	0.568887	-0.301553	0.170105	-0.301553	0.568887	-0.878817	-2.0947	0.568887	-0.301553	0.27571	0.377172	0.170105	0.747369	1.07116	0.377172	-0.301553	-0.301553	-0.574117	-0.878817	-0.574117
EIF3E	0.259176	-0.768657	0.422778	-1.33431	-0.306481	0.988435	-0.306481	-1.67281	0.721351	-0.52705	0.259176	0.858409	1.74918	0.0842826	-0.306481	1.23004	-0.768657	0.422778	1.34272	1.34272	-0.52705	1.23004	-0.103577	0.576458	1.55409	0.0842826	-0.52705	-2.06357	-2.79283	-0.306481	1.23004	1.11212	0.0842826	0.988435	0.858409	-2.52575	-1.03574	-0.306481	-0.306481	-0.52705	1.74918	0.0842826	-2.06357	-1.33431	0.988435	-0.52705	0.422778	-1.67281	-0.306481	0.988435	1.23004	0.0842826	-0.768657	0.259176	-0.306481	0.259176	0.721351	-0.52705	-0.306481	0.858409	0.721351	0.988435	0.422778	-0.306481	-0.768657	-0.306481	-0.52705	0.0842826	-0.52705
EIF3F	0.675726	-1.56807	1.15951	-1.96556	1.44322	0.303146	0.495261	-0.62011	0.495261	-0.361098	0.495261	-0.122831	-0.122831	0.495261	0.675726	0.495261	-0.903826	-0.361098	1.15951	1.15951	-0.122831	0.495261	0.845873	0.675726	1.44322	0.303146	0.0977708	-0.903826	-1.96556	0.0977708	0.495261	1.30474	0.0977708	1.30474	0.845873	-1.96556	-0.903826	0.675726	0.0977708	-0.903826	1.44322	0.0977708	-0.62011	-0.62011	0.845873	-1.56807	1.00682	-0.903826	-1.56807	1.30474	-0.122831	0.303146	-1.96556	0.303146	-0.903826	-1.21746	1.00682	-1.21746	0.586861	1.30474	-0.122831	0.495261	0.845873	-2.42443	0.303146	-0.122831	0.675726	-1.56807	-0.62011
EIF3G	0.497118	-1.24125	-1.24125	0.77108	0.180853	0.497118	1.01273	-0.651026	0.497118	0.180853	-0.651026	1.42444	1.42444	0.180853	-0.19321	-0.19321	-1.24125	0.497118	1.01273	0.77108	-0.19321	0.77108	-0.651026	-0.651026	1.91922	-0.651026	0.180853	0.180853	-2.07313	-2.07313	0.00233457	1.01273	-0.651026	1.01273	0.180853	-1.24125	-0.651026	0.77108	-0.19321	-0.651026	1.60296	-0.651026	0.497118	-0.651026	-0.651026	-3.49524	-0.651026	-2.07313	-1.24125	1.01273	0.180853	1.42444	-1.24125	0.77108	-0.651026	0.77108	1.2289	0.497118	1.12366	1.2289	0.497118	-0.19321	0.180853	0.497118	-0.19321	0.497118	-0.19321	0.180853	-0.19321
EIF3H	-0.576074	0.749059	-0.227518	0.322462	1.09761	0.547635	1.52421	-1.00267	-1.00267	0.0671814	0.749059	0.0671814	0.322462	-1.00267	-0.576074	1.25064	-0.576074	-1.55265	0.749059	1.87277	-0.227518	1.09761	-0.576074	-0.777498	1.52421	-0.576074	0.749059	-0.576074	-0.777498	0.749059	1.01625	0.0671814	-0.227518	1.39231	0.322462	-1.00267	-0.227518	0.0671814	-0.576074	-1.55265	1.97613	0.547635	-0.227518	-1.55265	0.547635	0.0671814	-0.576074	-0.576074	-0.227518	0.93127	0.749059	0.749059	0.547635	0.0671814	-2.3278	-0.576074	-0.227518	-1.55265	0.749059	1.09761	0.547635	0.322462	0.749059	0.0671814	0.547635	-1.00267	0.547635	-3.65294	-1.00267
EIF3I	0.59086	-0.883657	0.59086	-0.00919875	-0.883657	0.833014	-0.397437	-1.18189	-0.883657	0.59086	0.59086	-0.883657	1.14744	0.159143	-0.193596	0.59086	-4.64842	0.314002	1.0482	0.457379	-0.883657	0.457379	-0.00919875	-0.00919875	1.65504	0.59086	-0.00919875	-1.73847	-1.73847	0.314002	0.654298	0.715723	0.159143	1.24183	0.59086	-1.53463	-0.883657	0.833014	0.314002	-1.18189	1.72805	0.314002	0.314002	-0.883657	0.943598	-0.883657	-0.00919875	-0.883657	1.0482	1.33184	0.59086	-0.193596	-0.193596	0.943598	-0.625313	0.159143	0.314002	-0.625313	0.387018	0.715723	0.59086	0.833014	0.943598	-0.00919875	-0.193596	-0.883657	-0.883657	-1.53463	0.159143
EIF3J	-0.226363	-0.93365	-0.93365	-0.93365	1.47779	0.770501	0.322251	-0.93365	-1.93051	-0.226363	-0.93365	0.322251	0.770501	-1.93051	0.322251	-0.93365	-0.93365	0.322251	-0.226363	-0.93365	-0.226363	0.322251	0.322251	0.556578	1.47779	-0.226363	1.14949	-0.93365	-0.55466	0.770501	-0.55466	-0.226363	-0.226363	0.770501	2.26073	-1.93051	0.770501	1.14949	-0.226363	0.770501	2.0264	1.47779	-0.226363	-0.226363	-0.226363	-0.226363	-0.226363	0.770501	-0.93365	-0.93365	-0.226363	1.14949	-0.93365	0.770501	-0.93365	-1.93051	-0.226363	0.322251	0.770501	2.26073	0.770501	0.770501	0.322251	0.322251	-0.93365	0.322251	1.47779	-1.93051	-0.93365
EIF3K	0.0519687	-0.608793	0.624347	0.624347	0.624347	1.98939	1.58084	-0.608793	-0.608793	0.624347	1.12922	-1.39031	0.624347	0.624347	-1.39031	0.624347	-2.34681	-1.39031	1.12922	1.12922	-0.608793	0.0519687	0.624347	0.0519687	1.12922	-0.608793	-1.39031	-1.84193	-0.608793	0.624347	1.12922	1.12922	0.624347	1.98939	0.0519687	-1.39031	0.0519687	-2.34681	-1.39031	1.12922	0.0519687	0.0519687	-0.608793	-0.608793	1.98939	-0.608793	-0.608793	0.624347	-0.608793	0.0519687	-0.608793	-0.608793	-0.608793	0.0519687	-0.608793	0.624347	1.12922	-0.608793	-0.265693	0.624347	1.58084	0.624347	0.0519687	-0.608793	0.0519687	-0.608793	0.624347	-1.39031	-0.608793
EIF3L	0.617771	-0.590283	0.222772	-1.73622	0.49214	1.46138	1.27289	0.0778051	-0.407883	0.738054	-0.590283	0.360664	1.07094	0.360664	-0.236544	-0.590283	-3.17993	-0.785273	1.80437	1.55111	-0.994719	0.738054	-0.236544	0.222772	1.72245	0.360664	-0.0750012	-1.34122	-1.88119	-0.0750012	0.853426	-0.0750012	-0.994719	0.853426	0.617771	-2.03399	-0.994719	0.49214	0.49214	-0.785273	1.46138	-1.22094	0.49214	-0.0750012	0.0778051	-0.785273	0.49214	-2.36687	0.49214	1.17372	1.17372	0.738054	0.49214	0.964273	-0.994719	0.360664	0.360664	-0.785273	0.909393	0.964273	0.49214	0.360664	-0.0750012	-0.994719	-0.0750012	-0.236544	-0.590283	-0.994719	-0.590283
EIF3M	0.483482	0.0931109	0.652748	-4.18122	-0.695653	0.483482	-0.136016	0.0931109	0.298072	0.298072	0.483482	0.652748	1.08684	0.0931109	-0.136016	0.808457	-1.05033	-0.136016	0.952622	1.54669	-0.136016	0.952622	0.483482	0.483482	1.08684	-0.395779	-0.395779	-1.25529	-2.04405	0.298072	1.15062	0.0931109	-0.395779	0.652748	0.652748	-1.48442	-0.395779	0.0931109	0.298072	-0.695653	0.808457	0.0931109	-0.136016	-0.695653	0.808457	-1.05033	1.33032	-2.83282	0.952622	0.483482	0.298072	0.808457	0.483482	0.652748	-0.136016	-0.395779	0.0931109	-0.395779	0.952622	0.952622	0.483482	0.652748	0.298072	-0.695653	-0.136016	-0.395779	-1.05033	-2.83282	-0.136016
EIF4A1	0.530367	0.327272	0.0970206	-0.867937	-0.267344	1.11965	-0.168785	-0.267344	0.530367	0.823328	-1.18232	0.465291	0.653586	0.653586	0.327272	0.927864	-0.729917	0.177236	0.823328	1.59287	0.530367	0.876388	0.465291	0.623597	2.09753	0.530367	-1.36399	-0.729917	-0.541623	-0.267344	1.6605	0.876388	0.177236	0.823328	1.2081	-1.79734	-1.36399	0.327272	0.253885	-0.729917	1.55803	-1.18232	-0.867937	-0.267344	0.397662	-3.25835	0.712043	-0.729917	1.37244	1.07367	0.327272	-0.168785	-0.483166	0.530367	-1.36399	-0.602131	0.465291	-1.79734	0.253885	0.0970206	-0.602131	0.327272	0.823328	-1.36399	0.397662	-0.37188	-2.06315	-0.867937	-1.56709
EIF4A2	1.36559	-0.948	0.466056	-0.948	-0.467887	0.208794	-0.467887	0.466056	0.688906	0.885474	-0.0954829	-2.78147	1.06131	0.466056	-0.948	-0.467887	-1.62468	0.466056	0.466056	1.49917	-0.0954829	1.06131	-0.0954829	-0.271319	-0.467887	1.22037	0.466056	-0.948	-2.78147	0.885474	0.0635803	0.466056	1.36559	-1.62468	0.885474	0.466056	-1.62468	-1.62468	-0.948	0.208794	1.22037	0.688906	0.466056	-0.948	0.885474	0.208794	0.208794	-0.948	0.688906	-2.78147	0.688906	0.885474	1.36559	0.885474	-0.467887	-0.467887	-0.467887	-0.467887	0.790083	1.06131	0.688906	-0.948	-0.467887	0.688906	0.466056	0.466056	-0.0954829	-0.0954829	-0.0954829
EIF4A3	0.134439	-0.525628	-1.07487	0.323275	-0.786495	1.24421	-1.76272	-1.07487	0.134439	0.66585	-0.0683964	0.499919	1.24421	1.24421	-1.39725	1.11067	-2.68366	0.323275	1.4932	1.37154	0.499919	0.323275	0.323275	0.323275	1.4932	0.499919	0.66585	-1.39725	-1.96556	1.24421	1.43304	0.970278	0.134439	1.37154	0.822294	-2.18464	0.323275	0.66585	0.323275	-1.07487	-0.0683964	-0.786495	0.134439	-1.07487	-0.287476	-0.786495	0.134439	-1.07487	0.66585	0.134439	-0.786495	-0.287476	-1.07487	0.323275	-0.786495	-0.287476	1.11067	-0.0683964	0.134439	0.822294	1.11067	0.970278	0.134439	-0.287476	-0.525628	-0.287476	0.134439	-2.68366	0.134439
EIF4B	-0.0720267	-1.16797	-0.526885	0.56906	-2.26392	0.280789	-2.26392	-2.26392	-0.526885	-0.526885	-0.0720267	-1.16797	1.37673	-0.0720267	0.280789	-0.0720267	-0.0720267	-0.0720267	1.02392	-0.0720267	-2.26392	1.02392	-2.26392	-0.283155	2.01782	-0.0720267	0.81279	-0.526885	0.81279	0.56906	0.431485	1.21015	-1.16797	0.81279	0.81279	0.81279	-1.16797	0.280789	0.56906	-0.0720267	1.665	0.56906	0.81279	0.56906	1.21015	-0.526885	-0.0720267	-0.526885	-0.526885	1.21015	0.280789	0.280789	0.280789	0.280789	-2.26392	0.280789	0.280789	-0.0720267	0.921875	0.81279	1.37673	0.56906	0.81279	-0.0720267	-0.526885	-0.526885	-1.16797	-1.16797	0.56906
EIF4E	0.107547	-0.689544	-1.21816	0.423878	-0.257631	1.17828	0.107547	0.423878	0.423878	0.423878	1.17828	-0.257631	0.423878	0.423878	-1.21816	1.17828	-0.689544	-0.257631	1.91303	1.38441	-0.257631	1.38441	-1.89967	0.567496	-0.689544	0.952497	-0.689544	-1.53449	-0.257631	1.74959	-0.463757	0.423878	0.107547	1.57403	-1.21816	-1.21816	0.107547	0.952497	0.107547	1.17828	0.423878	-0.257631	0.952497	-0.689544	-0.257631	-2.8602	-0.689544	-0.689544	-0.257631	0.702902	1.17828	-0.689544	0.107547	0.107547	0.107547	0.107547	0.423878	0.952497	-0.0680122	-1.89967	1.17828	1.57403	0.107547	-0.689544	-0.257631	-0.257631	-0.689544	-2.8602	-0.689544
EIF4G1	-0.278288	-1.30379	0.651761	-0.913912	-0.278288	0.341675	-0.0118104	-1.76492	-0.0118104	0.651761	0.927947	0.552564	1.47482	0.449317	-0.739415	1.01369	-2.03139	-0.913912	0.552564	1.7413	-0.739415	0.839195	-0.739415	-0.208991	1.47482	0.449317	-0.141541	-1.89465	-2.49252	1.01369	0.971183	1.47482	-2.32929	0.927947	0.747214	-1.30379	-0.141541	0.747214	0.11159	-0.141541	1.47482	0.11159	-1.10135	0.229248	-0.576185	-0.422853	0.927947	-1.30379	1.17692	0.651761	1.09662	1.17692	0.552564	0.11159	-1.10135	-0.278288	0.552564	-0.739415	0.341675	0.839195	0.229248	0.747214	0.552564	-0.422853	-0.278288	-0.576185	0.341675	-1.52386	-1.52386
EIF4G2	0.160548	-0.724303	0.335226	-1.35211	-1.01571	0.496953	-0.0293377	-0.724303	0.78836	0.160548	-0.0293377	0.335226	-0.724303	-0.237334	-0.467263	1.67321	-2.23696	-0.724303	0.647517	1.16339	0.647517	1.48332	-0.467263	-0.237334	1.93025	0.920661	-1.01571	-0.349272	-1.75	-0.467263	0.719074	1.48332	-0.724303	0.920661	1.3818	-1.35211	-0.467263	0.496953	-0.0293377	-1.01571	2.30102	0.920661	-2.23696	-0.724303	-1.01571	-1.75	1.0454	-1.35211	0.78836	1.58033	0.496953	0.335226	-0.724303	0.78836	-0.237334	-1.01571	0.647517	-0.0293377	0.920661	1.27533	0.496953	-0.467263	0.78836	0.160548	-0.724303	0.335226	-0.724303	-0.467263	-1.01571
EIF4H	-0.647571	-0.299416	-0.299416	-1.56333	-0.299416	0.721408	0.917927	-1.05935	0.268186	-0.647571	0.00216911	-0.647571	0.917927	-1.05935	0.00216911	-0.299416	-4.69432	0.268186	0.917927	1.09871	-0.299416	0.506147	-0.299416	-0.299416	0.506147	0.721408	0.268186	-1.05935	-2.62485	0.268186	0.00216911	0.268186	-1.05935	1.26608	1.09871	0.00216911	0.721408	0.506147	0.00216911	-1.05935	0.721408	0.268186	0.721408	2.07164	0.506147	-1.56333	0.268186	-0.647571	1.09871	1.56767	0.268186	0.506147	0.506147	-0.299416	-0.299416	-1.56333	0.268186	0.721408	-0.143593	0.506147	0.268186	0.506147	0.917927	0.506147	0.00216911	-0.647571	0.721408	-1.05935	0.268186
